River Basin,Spill Hours
Woolleigh Brook,0.0
Blyth (u/s Halesworth),0.0
Bogart Brook,0.0
Keer,0.0
Sheffield and South Yorkshire Navigation (Holmes Cut),0.0
Bristol Channel Outer South,0.0
Soulton Bk - source to conf R Roden,0.0
Sankey Brook (Hardshaw Brook to Rainford Brook,0.0
Holywell Stream,0.0
Beam and Ravensbourne,0.0
Staithes Beck from Source to Newton Beck,0.0
Bradley Bk - conf Stoke Bk to conf R Brist Frome,0.0
Spring Wood Catchment (Trib of Rye),0.0
Shuttle,0.0
Wittering Brook,0.0
Sixpenny Brook,0.0
Sandon Brook (East arm),0.0
Itchen (Cheriton Stream),0.0
Sleddale Beck from Source to River Esk,0.0
Slough Dyke Catchment (trib of Trent),0.0
Shalbourne  (source to Kennet at Hungerford),0.0
HAYLE ESTUARY (E),0.0
Stratford Brook,0.0
Hip Burn  River Aln estury,0.0
Tom Rudd Beck,0.0
Eau from Source to Northorpe Beck,0.0
Eau from Manton Sewer to Trent,0.0
Melton Brook Catchment (trib of Soar),0.0
Ease Drain,0.0
Duerley Beck from Source to River Ure,0.0
Upper Darent,0.0
Warren House Gill to North Sea,0.0
Middle and Lower Darent,0.0
Duddon,0.0
Downholland (Lydiate/Cheshires Lines) Brook,0.0
Mill Beck 2 (Ellerker Area),0.0
Mimram (Codicote Bottom to Lee),0.0
Mole (Horley to Hersham),0.0
Domsey Brook,0.0
Monkton Wyld Stream,0.0
Derwent - Carboniferous Limestone,0.0
Muck Fleet,0.0
Upper Cray,0.0
Mude,0.0
N Tyne from Lewis Burn to Tarset Burn,0.0
Eden Lyvennet to Eamont,0.0
Ellington Brook (Trib),0.0
Ems,0.0
Main River Hamble,0.0
Gundrifs Beck (trib of Nidd),0.0
MEDWAY ,0.0
Grimsthorpe Park Brook,0.0
Mad Bk - source to conf R Worfe,0.0
Great Hallingbury Brook,0.0
Upper River Haddeo,0.0
Maidenhead Ditch,0.0
Thornhill Ditch and tributaries at Cotswolds Water Park,0.0
The Fleet/The Foss from Source to R Wharfe,0.0
Harrowden Brook,0.0
Lark downstream of Mill Street Bridge,0.0
"Manchester, Bolton & Bury Canal",0.0
Marchfont Bk - source to conf R Avon,0.0
WANSBECK,0.0
Mardle,0.0
Lower Cray,0.0
Fontmell Brook,0.0
Upper Hamble,0.0
Fleet Lagoon,0.0
FOWEY,0.0
Taw Torridge Estuary,0.0
Davyfield Brook,0.0
Dark Water,0.0
Pow Beck,0.0
Unnamed drain to Beadnell Harbour,0.0
Hibaldstow area Catchment (trib of Ancholme),0.0
Pilling Water,0.0
Pit Hills Stell to North Sea,0.0
Kent North ,0.0
Cherwell (Ray to Thames) and Woodeaton Brook,0.0
Pools Brook from Source to Doe Lea,0.0
Porth Stream,0.0
Checkley Brook - Lower,0.0
Preston Bk - source to conf R Leadon,0.0
Colne (from Confluence with Ver to Gade),0.0
Kent Greensand Western,0.0
Cat Ditch,0.0
Hindsford Brook,0.0
Sussex ,0.0
Quither Brook,0.0
Sundorne Bk - source to conf R Severn,0.0
Can,0.0
Camel (De Lank to Stannon),0.0
Cam Tributary,0.0
Clun - conf R Unk to conf R Teme,0.0
Park Beck Catch (trib of Crimple Beck),0.0
Welland - conf Gwash to conf Greatford Cut,0.0
North Gwash,0.0
Langley Beck from Source to Sudburn Beck,0.0
Dacre Beck (Lower),0.0
Land Yeo - Yearling Ditch to mouth,0.0
Tat,0.0
Upper Bovey,0.0
Tarset Burn from Black Burn to N Tyne,0.0
Upper Beult - High Halden and Bethersden Streams ,0.0
Tributary of Beult at Sutton Valence,0.0
Hendon Coastal Area,0.0
Cowside and Stainforth Beck,0.0
PETTYPOOL BROOK,0.0
Country Drain,0.0
North and South Streams in the Lydden Valley,0.0
West Glen - Upper,0.0
West Kent Darent and Cray Chalk,0.0
West Kent Tertiaries,0.0
Tor Bay,0.0
West Okement,0.0
Knee Bk - conf Blockley Bk to conf R Stour,0.0
Coquet from Usway Burn to Holystone Burn,0.0
Newlands Burn Catchment (trib of Waren Burn),0.0
