River Basin,Spill Hours
Deerness from Hedleyhope Burn to Browney,26.687500000043656
Blackwater Outer,26.6575
Coquet from Holystone Burn to Forest Burn,26.65749999997206
Stone Brook,26.599999999999998
Douglas - Mid,26.51375
Fen Drayton Drain,26.46875
Tributary - source to conf Biss Bk,26.447916435223306
Evenlode (Compton Bk to Bledington Bk) and 4 Shires,26.427083333333332
Cuddington Brook (Source to Crowton Brook),26.414583333333333
Doddinghurst Brook,26.405416666666667
Welland - headwaters to conf Jordan,26.38540509259258
Rea from Bourn Brook to River Tame,26.312916666666666
Cole from Springfield to Hatchford-Kingshurst Brook,26.270000000000003
Caundle Brook (Upper),26.24513889222726
Saltburn Gill Catch trib of North Sea,26.194502314842616
Everdon Brook,26.182083333333335
Quin,26.135416666666668
Witham - conf Brant to conf Catchwater Drain,26.135416666666668
Fingle Brook,26.039583333333333
Duddo Burn from Source to Blyth,26.020833333321207
Thorner Beck Catchment (trib of Wharfe),25.96875
South Wey (Bordon to River Slea confluence),25.9375
Lower River Plym,25.828333333333333
Blackwater (Hawley to Whitewater confluence at Bramshill),25.8125
Calder (Lower),25.786666666666665
Billingham Beck from Source to Bishopton Beck,25.483171296305954
Seamer Drain from Source to River Hertford,25.416666666666668
Petherton Stream,25.336111111624632
Middle Creedy,25.306666666666665
Derwent - Stonethwaite Beck to conf Greta,25.3
Pulworthy Brook,25.273750000000003
Hawcombe STR,25.24861111138307
Wiske from Source to Trenholme Stell,25.19083333333333
Hartlake,25.109027893442544
Dearne from Lundwood to River Dove,25.09375
STOUR (ESSEX),24.96375
Smestow Bk - source to conf Wom-Penn Bk,24.954583333333332
Dart (Exe),24.942916666666665
Wriggle,24.937499999759893
Wellow Bk - source to conf Snails Bk,24.935416668267862
Leen from Day Brook to Trent,24.93375
Thames (Leach to Evenlode),24.87625
Gannel (Upper),24.828333333333333
Tawd,24.828333333333333
Herrings Stream,24.725416666666668
Dodworth Dyke from Source to River Dove,24.71875
South Bk - source to conf R Avon (Brist),24.64583333342307
Weeton Beck catchment (trib of Wharfe),24.59375
Tributary of Newmill Channel upstream of Rolvenden,24.57625
Line,24.56958333333333
NENE,24.516666666666666
Penk from Source toSaredon Brook,24.498333333333335
Yare (u/s confluence with Tiffey - Lower),24.46875
Kym (and Til),24.375
Kennet (Lambourn confluence to Enborne confluence),24.25708333333333
Key (Source to Thames),24.239583333333332
Blackbridge Brook,24.2125
Rase from source to Market Rasen,24.207083333333333
Norman's Bk - source to conf Hatherley Bk,24.179166666666664
Greasbrough Dike from Source to River Don,24.163333333333334
Winford Bk - source to conf R Chew,24.093749999796273
Porter from Source to River Sheaf,23.982916666666664
Hockley Brook Catchment (trib of Rea),23.970416666666665
Smithy Brook from Source to River Calder,23.96875
Peppershill and Shabbington Brooks,23.958333333333332
Upper Great Stour,23.95125
Leam - source to conf Rains Bk,23.91
Wyre - Upper,23.856666666666666
Choke Churl Bk from Source to River Calder,23.7825
Harpers Brook,23.76957175925926
Whaplode River,23.760416666666668
Swavesey Drain,23.742500000000003
Adur West,23.715416666666666
Markeaton Brook from Source to Mackworth Brook,23.685833333333335
Briggle Beck,23.68583333333333
Alphin Brook,23.580833333333334
Loxwood/Chiddingfold Trib,23.568333333333335
Nailsworth Stream - source to conf R Frome,23.52625
Counter Drain (Sutton and Mepal IDB incl. Cranbrook Drain),23.47083333333333
Lymn / Steeping,23.451249999999998
South Low from Source to Haggerston Bridge,23.377592592580186
Wylye (Middle),23.35054398143984
Whatley Bk - source to conf Mells R,23.321556712995516
Glem - Lower,23.3075
North Wey (Alton to Tilford),23.21875
Bumpstead Brook,23.217916666666667
Rea source to Bourn Brook,23.139166666666668
Cockshot Beck,23.075416666666666
Trent from Derwent to Soar,22.991666666666664
Wensum US Norwich,22.96666666666667
Tamar (Small Brook to River Deer),22.95708333333333
Lower Erme,22.91916666666667
Tributary of Rhee,22.854166666666668
Jordan (Welland),22.8125
Maud Foster and Fen Catchwater Drains,22.689999999999998
Lower Teise,22.688333333333333
Claw,22.593333333333334
Rainford Brook,22.580000000000002
Chelt - source to M5,22.560000000000002
Cragg Brook from Source to River Calder,22.52416666666667
Chickering Beck,22.416666666666668
Sleek Burn to Tidal Limit,22.333333333357587
Hoff Beck (upper),22.32041666666667
Lyme Brook Catchment (trib of Trent),22.260833333333334
Gransmoor Drain (Burton Agnes to  Lissett Area),22.25708333333333
Brett,22.246666666666666
Letcombe Brook,22.208333333333332
Burton Pidsea Drain Lower Catchment,22.166666666666668
Offwell Brook,22.142083333333332
Haywards Water,22.13691990679945
Lower Kennet (Sheffield Bottom to Reading),22.135416666666668
Lowther (Lower),22.09625
Horse Eye Sewer,22.068749999999998
Hole Brook,22.067083333333336
Ingrebourne,22.0625
Glottenham Stream,22.019166666666667
Wye - Hampton Bishop to conf Kerne Br,21.989583333333336
South Tyne from Tipalt Burn to Allen,21.97510416668956
Brough Bk/Scotton Bk from Source to River Swale,21.875
Yarrow US Big Lodge Water,21.8
Hart (Elvetham to Hartley Wintney),21.78125
CROUCH,21.744999999999997
Meden from Sookholme Brook to Maun,21.7375
Penwood Stream,21.708333333333332
New Parks Beck from Source to Huby Burn,21.708333333333332
Belstead Brook,21.703333333333333
Stour Trib (Bibbern Brook),21.663194444932742
Ouse (Buckingham to Cosgrove),21.608333333333334
Venn,21.505
Lower River Yeo (Lapford),21.459999999999997
Limy Water,21.456666666666667
Nar upstream of Abbey Farm,21.3325
St Catherines Bk - source to conf R Avon (Brist),21.301388888932706
Cavenham Stream,21.291666666666668
Worminghall Brook and tributaries,21.208333333333332
Marton West Beck Catchment (trib of Tidal Tees),21.192939814776764
Calder - conf Brun to Pendle Water,21.172916666666666
Tributary of Tas,21.091666666666665
Cow Bank Drain,21.083333333333336
Claycoton-Yelvertoft Bk - source to conf R Avon,21.04625
Grimley Bk - source to conf R Severn,21.01125
Don from River Dearne to Mill Dyke,20.96875
Ivel (DS Langford to Roxton),20.934166666666666
Withey Brook,20.9325
Sence from Source to Burton Brook,20.920416666666664
Hurns Gutterfrom Source to River Ouse,20.875
Ribble (Stainforth to Long Preston Beck),20.82875
Tame from River Anker to River Trent,20.8275
Strine Bk - source to conf Wall Bk,20.611250000000002
Dove trib - Finningham,20.583333333333332
Wych Upper (Worthenbury Upper),20.572916666666664
Whistle Brook,20.488738425925924
Pippingford Brook,20.44875
Hatchet Stream,20.440833333333334
Eamont (Lower),20.4325
COLNE,20.407777777777774
Eastburn Beck from Lothersdale Beck to River Aire,20.239583333333332
River Tyne ,20.239583333321207
Wharfe from Tadcaster Weir to River Ouse,20.1875
Ell Bk - source to conf R Leadon,20.150833333333335
Crane Brook - source to FootherleyBrook,20.102083333333333
Iford Marshes,20.075833333333332
North Brook (Welland),20.020833333333332
Ruddle (Paper Mill Dyke) from Source to Torne,19.919583333333332
Thame (Aylesbury to Scotsgrove Brook),19.854166666666668
Lopen Brook,19.832638889005466
Blind Beck,19.8125
Glenderamackin (Greta),19.8075
Gibbs Brook,19.732083333333332
Broughton Brook (South and West Somerset),19.7055548610806
LEVEN,19.6475
Hoe Stream (Pirbright to River Wey confluence at Woking),19.645833333333332
Piddle Bk - source to conf Whitsun Bk,19.635833333333334
Esk & Yorkshire Coast Ravenscar,19.635416666666668
Caistor Canal Catchment (trib of Ancholme),19.510416666666668
Ure from Duerley Beck to Mill Beck,19.47375
Sowe - conf Withy Bk to conf R Avon,19.41125
Salwarpe - source to conf Elmbridge Bk,19.37291666666667
Cole from Hatchford-Kingshurst Brook to R Blythe,19.250833333333333
Blackwater River,19.242916666666666
Billingham Beck,19.13166666663892
Hazon Burn Catchment (trib of Coquet),19.12918981481198
Semington Brook (Worton Str to Milebourne Str,19.11736111110804
Tiffey,19.072916666666668
Frome (Maiden Bradley to Mells),19.055601850734092
Prescot Brook (Logwood Mill Brook),18.989166666666666
Derwent DS Bassenthwaite Lake,18.950833333333332
Framfield Stream,18.940416666666664
Padbury Brook,18.901249999999997
Mease from Gilwiskaw Bk to Hooborough Brook,18.890416666666667
Black Brook from Grace Dieu Brook to Soar,18.88625
Henlake Brook,18.833333333333336
Wiza Beck,18.785833333333333
Bentley Brook from Source to River Dearne,18.711666666666666
Wylye (Headwaters),18.691666666454694
Monksilver Stream,18.650549768492056
Timperley Brook,18.554166666666667
Cradlebridge and Reading Sewers,18.542916666666667
Stour - conf Back Bk to conf R Avon,18.48375
Stocksfield Burn Catchment (trib of Tyne),18.44791666664969
The Bourne - source to conf R Avon (Brist),18.408747103618225
Chelmer (d/s confluence with Can),18.385416666666664
Binham Tributary,18.379166666666666
Waveney (Ellingham Mill - Burgh St. Peter),18.35375
Rains Bk - source to conf R Leam,18.279166666666665
Rainworth Water from Source to Gallow Hole Dyke,18.25125
Pow Beck (South West Lakes),18.225833333333334
Upper Eridge Stream,18.193749999999998
Stogursey BK,18.17222222219425
Fordyke Stream Lower to Holderness Dr,18.166666666666668
Barlam/Skirpen Beck catch (trib of Derwent),18.15625
Oulton Beck from Source to River Aire,18.15625
Stonton Brook,18.082488425925916
Coggins Mill Stream,18.028333333333332
Danby Beck catchement (trib of Esk),17.96875
Eastfield Drain Lower to River Hertford,17.930416666666666
Bourn Brook,17.90625
Belah (lower),17.893333333333334
Whitsunn Bk - source to conf Piddle Bk,17.683333333333334
Mersey (Bollin confluence to Howley Weir) including Padgate Brook,17.67375
Ottringham Drain from Ottringham Grange to Humber,17.614583333333332
Cole from Source to Springfield,17.589166666666667
Starston Brook,17.56041666666667
Smithy Brook,17.534166666666664
Higher Laver Brook,17.519583333333333
Watermill Stream,17.464583333333334
Stock Beck,17.44
Beverley and Barmston Drain,17.4375
Laughern Bk - source to conf R Teme,17.364583333333332
BURE & WAVENEY & YARE & LOTHING,17.323333333333334
St Catherine's Well Stream from Source to Torne,17.167916666666667
Jarvis Brook,17.15416666666667
Many Brooks,17.133333333333333
Greta from Sleightholme Beck to Eller Beck,17.095196759313694
Mother Drain from Source to Torne,17.09375
Houselop Beck from Source to Wear,16.991874999956053
N Tyne from Barrasford to S Tyne confluence,16.986111111126796
Suffolk,16.959583333333335
Hether Burn,16.923750000000002
Wettenhall Brook,16.837083333333332
Stonethwaite Beck,16.807916666666667
Browney from Smallhope Burn Deerness confl Water Body,16.802083333357587
Lune - conf Rawthey to conf Greta,16.784583333333334
Littleton Bk - source to conf Bretforton Bk,16.731250000000003
Burton Brook Catchment (trib of Eye),16.73125
THAMES MIDDLE ,16.722083333333334
Simene,16.5736111111255
Preston Bk - source to conf R Wye,16.572916666666668
Red River (Upper),16.495833333333334
River Wear,16.397106481412873
Upper Little Dart River,16.387916666666666
War Bk - source to conf R Perry,16.38416666666667
Asker,16.37083333247574
Ditton Brook (Halewood to Mersey Estuary),16.342916666666667
Bentley Brook Catchment (trib of Derwent),16.3075
The Syke from Source to River Foss,16.28125
KENT,16.256249999999998
Kirklees Brook,16.216666666666665
Halse WTR,16.193194212552044
Roddlesworth,16.18125
Combe Haven between Powdermill Str conf and Coast,16.022083333333335
Lower Brent,15.975
Mayes Brook,15.96875
Claydon Brook Tributary,15.950833333333334
Lark (US Hawstead),15.895833333333332
Upper River Camel,15.840833333333334
Cuckmere from Warbleton to Lower Horsebridge,15.797083333333333
Batley Beck from Source to River Calder,15.777916666666666
Frome (Brist) - source to conf Laddon Bk,15.754872685291048
Walland Marsh at East Guldeford,15.703333333333333
Clapham Beck,15.681666666666667
Torver Beck,15.67375
WITHAM,15.672083333333331
Soham Lode,15.625
New Dike Catchment (trib of Louth Canal),15.53125
Finham Bk - source to conf Canley Bk,15.530416666666666
Alne - conf Claverdon Bk to conf R Arrow,15.395416666666666
Ouse Ardingly to confluence with Scrase Brk,15.380416666666667
Yare (Wensum to tidal),15.329166666666666
Ley Bk - source to R Severn Estuary,15.319166666666668
Salwarpe - conf Elmbridge Bk to conf R Severn,15.306666666666667
Rea Bk - conf Rowley Bk to conf Minsterley Bk,15.265
Cerne,15.240972222301934
Middle Gill Beck from Source to Kilton Beck,15.22916666668607
Castle Eden Burn from Source to North Sea,15.229166666664241
Winestead Drain from Source to Humber,15.177083333333334
Northlew Stream,15.168333333333335
Roundmoor Ditch and Boveney Ditch,15.145833333333334
Box,15.114583333333334
Blackaton Brook,15.100833333333334
Syd Brook via unknown trib,15.052916666666667
Cuckmere from Alfriston to Arlington,14.982916666666666
Tetchill Bk - source to conf R Perry,14.971666666666668
Valley Burn from Source to Wear,14.958333333379414
Blackwater (Aldershot to Cove Brook confluence at Hawley),14.958333333333334
Peakshole Water Catchment (trib of Noe),14.958333333333334
Lylsdon Burn to North Sea,14.945833333333658
Chald from Source to River Calder,14.944583333333334
Barkham Brook,14.927083333333334
Redlake - source to conf R Clun,14.875416666666666
COQUET,14.771134259257058
Chelt - M5 to conf R Severn,14.761666666666665
Pill,14.754027892529848
Maun from Vicar Water to Rainworth Water,14.73625
Oldbridge R - source to nr Manor Fm,14.695833333556948
Black-Bourne Bk from source (confluence) to R Tame,14.63875
Carr-New Brook from Source to Ramsley Brook,14.629166666666666
Avill,14.597222219235846
Thames (Reading to Cookham),14.564583333333333
Leiston Beck,14.55125
Hogwell Sewer and Chislet North Stream,14.469999999999999
Ouse (Brackley to Buckingham),14.468738425925926
Old Durham Beck from Chapman Beck to Wear,14.451087962996098
Teise at Lamberhurst,14.447083333333333
Brierdene Burn from Source to North Sea,14.427604166667152
Mel,14.385416666666666
Len,14.3675
Dun / Central Hants Lambeth Group,14.343333333333334
Semington Bk-Milebourne Str to conf R Avon (Brist),14.340277661802247
Lugg - conf Norton Bk to conf R Arrow,14.333333333333334
Luddenden Brook from Source to River Calder,14.3125
MIlebourne Str - source to conf Semington Bk,14.297800926426135
Aldermaston Bagshot Beds,14.239583333333334
Mendlesham Stream,14.229166666666666
Upper Fox Drain Catchment ds of Sherburn STW,14.21875
Willow Brook (Nene),14.209166666666667
Frome - conf Tedstone Bk to conf R Lugg,14.208333333333332
Calder - headwaters to conf Brun,14.120833333333334
Loxley from Strines Dyke to River Don,14.06625
Jacob Stream,14.041666666666666
Yeo Us Over Compton,13.981965856808529
Beult at Yalding,13.925416666666665
Wheelock (including Hassall Brook),13.906249999999998
PLYMOUTH TAMAR,13.902916666666666
Cornwell Brook and tributaries (Source to Evenlode),13.895833333333332
Tiddy,13.883333333333335
Barrow Beck,13.84375
Woodplumpton Brook,13.824166666666665
Syresham Stream,13.822916666666666
Arrow - conf Gladestry Bk to conf Gilwern Bk,13.802083333333332
Halberton Stream,13.688333333333333
Mole upstream of Horley,13.666666666666666
Emm Brook,13.614583333333332
Ramsey River,13.552083333333334
Stort and Bourne Brook,13.552083333333334
Uddens Water,13.515972220775438
Langley Bk - source to conf R Tame,13.446666666666667
Doverte Brook,13.443055555966566
Madford River,13.424583333333333
Rodbourne Bk - source to conf R Avon (Brist),13.3608449076346
Wooler Water from Harthope Burn to Till,13.323483796179062
Derwent from Black Beck to River Rye,13.28125
"Leeds and Liverpool Canal, summit to Leeds",13.270833333333334
Gipping (d/s Stowmarket),13.26875
Cherwell (Nell Bridge to Bletchingdon),13.25
Hyndburn Brook - Upper,13.215
Buck Beck from Source to N Sea,13.192916666666667
Bretforton Bk - source to conf Broadway-Badsey Bk,13.17
Polser Brook from Source to Cotgrave Brook,13.166666666666666
Millbridge and Potton Brooks,13.15625
Addlestone Bourne (West End to Hale/Mill Bourne confluence at Mimbridge),13.15625
"Avon (Wark) conf R Leam to Tramway Br, Stratford",13.139166666666666
Didgeley Brook from Source to R Bourne,13.095833333333333
Key Brook,12.961111110758793
Main Drain (Ribble),12.875833333333333
South Holland Main Drain,12.864583333333334
Isle - Upper,12.862505786979455
Womersley Beck from Source to Blowell Drain,12.8575
Helmdon Brook,12.840833333333334
Alwin Catchment (trib of Coquet),12.833344907390432
Murk Esk from Wheeldale Gill to Eller Beck,12.8125
Mow Beck,12.760416666666666
Lea,12.75375
Castle Ashby Arm (Grendon Brook),12.75
Ash (from confluence with Bury Green Brook to Lee),12.75
Darley Beck Catchment (Trib of Nidd),12.739583333333334
Latchford Brook at Tetsworth,12.71875
North Brook (East Devon),12.654166666666667
Freeby Brook Catchment (trib of Eye),12.641666666666667
Penk - Whiston Bk to R Sow,12.640833333333333
Nethergreen Brook Catchment (trib of Erewash),12.585833333333333
Iron Mill Stream,12.56
Stoulton Bk - source to conf Bow Bk,12.553333333333335
DUDDON,12.453333333333333
"Rib (upper stretches, above confluence with the Quin)",12.322916666666666
Tetbury Avon - unnamed trib to conf Sherston Avon,12.304326849749486
Glapthorn Brook,12.25957175925926
Bain/Raydale Beck Catch (trib of Ure),12.25
Intwood Stream,12.196666666666667
Derrings Beck from Source to River Kyle,12.166666666666666
Colne (Gt. Yeldham - Doe's Corner),12.140416666666667
Cram Beck catch (trib of Derwent),12.0625
Bentley Brook Catch (trib of Dove),12.061666666666667
Cole (source to Lenta Brook),12.030416666666667
Calder from Source to Walsden Water,12.024166666666668
Ebberston Beck catchment (trib of Derwent),12.02125
Henstridge Stream,11.978472338094434
Scilly Isles,11.907499999999999
Bourne (Medway),11.89375
Biss (Bitham Bk to Bristol Avon),11.889583333482733
Marley Gap Brook,11.859583333333333
Holderness Drain Source to Fordyke Stream,11.822916666666666
Trent and Mersey Canal,11.8125
Ogle Burn Catchment (trib of Blyth),11.749999999970896
Ozleworth Bk - source to conf Little Avon R,11.679861110365891
Semington Bk - source to conf Worton Str,11.677777777054871
Bourne Brook,11.659166666666666
Keward Brook,11.640277777514711
Alne Beck from Source to River Kyle,11.635416666666666
Lodden,11.619270833340124
Reading Sewer (Newmill Channel to Cradlebridge Sewer),11.59875
Bondicarr Burn to North Sea,11.598240740750043
Mobberley Bk,11.594583333333333
Haughley Watercourse,11.582083333333333
Brampton Branch - Lower,11.564583333333333
Ickwell Brook,11.53125
Chatcull Brook from Source to Meece Brook,11.47375
Chignall Brook,11.395821759259249
Shutford Stream (Source to Sor Brook),11.34375
South Tyne from Black Burn to Tipalt Burn,11.294722222279233
Tud,11.138333333333334
The Grimmer from Source to Rundle Beck,11.112083333333334
Foston Beck,11.108333333333334
Croco,11.104583333333334
Kenwyn,11.081249999999999
Newton Longville Brook,11.0625
Wolf (Otter),11.056666666666667
Chesterfield Canal (River Rother),11.0175
Oldfleet/Wyton/Sproatley Drain from Source to Humber,10.96875
Frenze Beck,10.947916666666666
River Don to River Tyne,10.947175925968622
Morda - conf unnamed trib to conf Afon Vyrn,10.920833333333334
Syston Brook Catchment (trib of Wreake),10.90375
Wroxall Stream,10.86875
Sow from R Penk to R Trent,10.856250000000001
Teise and Lesser Teise,10.848333333333333
Woodham Burn from Source to Rushyford beck,10.79981481480354
Loddon (Swallowfield to River Thames confluence),10.739583333333334
Chorlton Brook (Princess Parkway to Mersey),10.732083333333334
Yeo (Molland),10.73125
Nidd from Oak Beck to Low Bridge on Briggate (Knaresborough),10.71875
Watton Brook,10.709166666666667
Lyne from Source to Tidal Limit,10.678298611129543
Tame (W/ton Arm) source to conf Oldbury,10.615416666666667
Rea - conf Farlow Bk to conf R Teme,10.590416666666666
Hart Beck from Source to Sea (Hartlepool),10.583333333372138
Foss Dike,10.583333333333332
Wall Bk - source to conf Pipe Strine,10.52625
Hampton Loade Bk - source to conf R Severn,10.518333333333333
By Bk - source to conf Broadmead Bk,10.500694445319823
Gelt,10.486666666666666
Wade Brook,10.462083333333334
Dollis Brook and Upper Brent,10.451666666666666
Buckenham Stream,10.4375
R.TOVE (TOWCESTER),10.430416666666668
Brue - R. Alham to Tootle Bridge,10.412499999991269
Rigg Mill Bk/Long Mill Bk catch (trib of Esk),10.395833333333332
Lower Creedy,10.36125
Horwood Tributary,10.31125
Gill Beck Guisley from Source to River Aire,10.274166666666666
Weir Bk - source to conf R Severn,10.242083333333333
King's Moor Main Drain (Yeo (Somset),10.227777777465235
Mardyke (West Tributary),10.18875
Redhill Brook,10.166666666666666
Lee (from Luton Hoo Lakes to Hertford),10.145833333333334
Little Avon R - source to conf Ozleworth Bk,10.118055556937179
Stutton Brook,10.1175
Glossop (Shelf) Brook (Source to Long Clough Brook),10.107083333333332
Wylye Trib (The Were or Swan),10.099999999387364
Windermere (N Basin),10.079166666666667
Bevercotes Beck Catchment (trib of Maun),10.061666666666667
Upper Kennet to Marlborough,10.0
Pallins Burn Catch (trib of Till),9.968750000058208
Blyth (Hevingham Hall - d/s Halesworth),9.958333333333334
Soar Brook from Source to Soar,9.95
Yare (Tiffey to Wensum),9.875833333333333
Mid-Chilterns Chalk,9.875
Severn Lower,9.811377314748825
Cut-off Channel,9.791666666666666
Alne conf Preston Bagot Bk to conf Claverdon Bk,9.770416666666668
Wealdstone Brook,9.743333333333334
Stanton Tributary,9.739583333333334
Swanspool Brook,9.729155092592583
Chaddesden Brook Catchment (trib of Derwent),9.670416666666666
Loxwood Stm-Hambledon Trb,9.659166666666666
Deepdale Beck from Source to River Tees,9.624293981476512
Sandon Brook (West arm),9.59375
Colne Water - Wanless Water to Pendle Water,9.5725
Pont from Fenwick Burn to Med Burn,9.568101851902611
Hoyle Mill Stream from Source to River Went,9.5625
"Grand Union Canal, Tring summit to Berkhamstead",9.46875
Holme Brook/Linacre Beck,9.4375
Barnwell Brook,9.416666666666666
Wissey - Upper,9.416666666666666
Silk Stream and Edgware Brook,9.38625
Billinghay Skirth - Roman Canal (Timberland to Billinghay),9.375
Sor Brook (Source to Broughton),9.354166666666666
Stour Brook,9.352083333333333
East Glen River,9.29875
Pigeon Bridge Brook from Source to River Rother,9.28125
Alder Stream and Hammer Dyke,9.27875
Parrett,9.2706559023718
Stanley burn to River Tyne,9.22916666657693
Lud Brook,9.200000000000001
Colburn Beck/Risedale Bk from Source to R Swale,9.184166666666666
Bow Bk - Lett's Mill to Shell,9.173333333333334
Sheffield and South Yorkshire Navigations (Mexborough Cut),9.15625
Levisham Beck from Source to Pickering Beck,9.145833333333334
Cowbridge Beck from Source to North Burn,9.125
Huby Burn from Source to New Parks Beck,9.020833333333334
The Moss from Source to River Rother,8.984583333333333
Polser Brook from Cotgrave Brook to Trent,8.982083333333334
Aller Brook (Teign) - Upper,8.980416666666667
Blaydon Burn,8.978530092597271
Bulkington Drove w/c source to conf Semington Bk,8.963194444644614
Carlton Beck from Source to River Aire,8.927083333333334
Sow - Doxey Bk to R Penk,8.878333333333334
Kex Beck Catchment (trib of Wharfe),8.872916666666667
Gunnerton Burn from Source to N Tyne,8.864409722271375
Aire and Calder Navigation (Knottingley and Goole Canal),8.857916666666668
Hogsmill,8.857083333333334
Wheelock (Fowle Brook to Dane),8.847083333333332
Glusburn beck from source to Lothersdale Beck,8.837083333333332
Ulcombe Stream,8.791666666666666
Lincolnshire,8.7575
Gore Beck,8.75
Arkle Beck from Source to River Swale,8.635416666666666
Noblesgreen Ditch,8.630416666666667
Scarrow Beck,8.565416666666668
The Malago - source to conf R Avon (Brist New Cut),8.565277777415758
Seven from Little Beck to Catter Beck,8.555416666666668
Wendling Beck,8.541666666666666
Much Wenlock-Farley Bk - source to conf R Severn,8.537916666666666
Lumley Park Burn from Herrington Burn to R Wear,8.533518518517667
Spittle Brook,8.525833333333333
Duloe Brook,8.459166666666667
Lee (Tottenham Locks to Bow Locks/Three Mills Locks),8.429166666666667
"Dorton, Chearsley and Waddesdon Brooks",8.395833333333334
Huntspill,8.367361111791979
Colden Water from Source to River Calder,8.364583333333334
Wriggle River,8.321582756296266
Lyde Bk - source to conf R Severn,8.31125
Glassonby Beck,8.296666666666667
Dee - conf Deepdale Bk to conf Rawthey,8.285833333333334
Sherbourne Bk - source to conf R Avon,8.250833333333333
Upper River Yealm,8.245416666666666
Trevaylor Stream,8.213333333333335
Little Hawden Stream,8.213333333333333
Milton Brook,8.179166666666667
Manton Sewer Catchment (trib of Eau),8.152916666666666
Common Bk - source to conf R Perry,8.134583333333333
Langham Brook from Source to Whissendine Brook,8.065
Sid,8.04625
Quarry Beck,8.030833333333334
ESK (E),8.02875
Wid (Doddinghurst Brook - Shenfield STW),8.022083333333335
March Burn Catchment (trib of Tyne),7.9664814814095735
"Wear from Wearhead to Middlehope Burn, Iresho",7.906250000043656
Avon - Lower,7.852083333333333
Smite / Devon from Stroom Dyke to Cotham,7.849166666666666
Ching Brook,7.822916666666667
Upper River Neet,7.79
Westmoor Main Drain,7.739583333401242
Kyle from Source to Alne Beck,7.705
Brook Drain (including Marholm Brook),7.687488425925925
Stoke Albany Brook,7.684583333333333
Rhee (US Wendy),7.681666666666667
Tean from Source to Cheadle Catchment,7.677083333333333
Till from Roddam Burn to Glen,7.6562615741058835
New Draught Brook,7.652916666666666
Waithe Beck lower catchment (to Tetney Lock),7.59875
Whitewell Brook,7.598333333333334
Lubbesthorpe Brook Catchment (trib of Soar),7.566666666666666
Roman River,7.557916666666667
White Drain,7.55125
Pipe Strine - source to conf R Strine,7.464166666666666
Walton Brook Catchment (trib of Soar),7.360833333333334
Three Pool's Waterway,7.356249999999999
Frome Dorset Trib (River Win),7.333321759942919
Holland Brook,7.3325000000000005
Tributary of Beult at Frittenden,7.312916666666666
Lea Brook Catchment (trib of Derwent),7.3125
Syd Brook,7.253333333333334
Smoker Brook (Gale Brook to Wincham Brook),7.2125
Scalford Brook Catchment (trib of Wreake),7.207083333333333
Pool Brook - source to conf R Severn,7.201249999999999
Mickley Dike Catchment,7.197916666666667
Seven Kings Water,7.150416666666667
Chevington Burn/Steads Burn from Source to Tidal Limit,7.113078703710926
Horden Burn,7.072916666627862
Farthinghoe Stream (Source to Cherwell) and tributaries,7.0
Twyford Brook Catchment (trib of Trent),6.986666666666666
Quaggy,6.965833333333333
Hindburn,6.907916666666666
Day Brook Catchment (trib of Leen),6.897916666666666
Kilmersdon Str - source to conf Snails Bk,6.897551967915206
Petteril d/s M6,6.84375
Deben (Brandeston Bridge - Melton),6.843738425925925
Thames Wallingford to Caversham,6.833333333333333
Farne Islands to Newton Haven,6.808379629624283
Croal Minor,6.805416666666668
Knee Bk - source to conf Blockley Bk,6.801666666666667
Broad Bridge Dyke Catchment (trib of Chesterfield Canal),6.787916666666668
Alver,6.75
Torne/Three Rivers from Mother Drain to Trent,6.7266666666666675
Bailey Brook Catchment (trib of Erewash),6.714583333333333
River Tweed Estury,6.68888888888889
Hiz (DS Hitchin),6.6779166666666665
Crouch (d/s Wickford),6.677083333333333
Longford Stream,6.420416666666666
Tipalt Burn from Source to South Tyne,6.418518518519704
Frickley Beck from Source to Ea Beck,6.336666666666666
Ouzel (US Clipstone Brook),6.33
LYMINGTON,6.3175
Annas,6.2820833333333335
Deanoak Brook,6.28125
Whetstone Brook Catchment (trib of River Soar),6.272083333333334
Trout Beck,6.244999999999999
Leadon - conf Preston Bk to conf R Severn (W Channel),6.2316666666666665
 POOLE HARBOUR,6.2222222222044365
Sywell Brook,6.208333333333333
Toppesfield Brook,6.200833333333333
Moreton Brook from Source to River Trent,6.195
Elsdon Burn Upper Catchment West,6.187500000014552
Monktonmead Brook,6.1225
Trent from Source to Ford Green Brook,6.075
Trout Beck (Cairn Beck),6.057083333333333
Billingham Beck from Brierley Beck to Tees Es,6.031249999978172
Red Burn (Trib of Tyne),5.997372685174923
Bull Brook,5.989583333333333
Shropshire Bk,5.9816666666666665
Alledge Brook,5.98125
Tamar (River Ottery to River Deer),5.972083333333334
Portbury Ditch - source to conf R Severn Estuary,5.971076388050278
EASTERN YAR,5.952083333333333
Brue - Upper,5.926525925991882
Tory Brook,5.9175
Yarty,5.870833333333333
MEDINA ,5.842916666666667
Threapland Gill,5.8429166666666665
Share ditch,5.822916666666667
Kennett-Lee Brook,5.822916666666667
Stanford Brook,5.8125
Tean from Cheadle Catchment  to River Dove,5.791666666666666
Sneyd Brook from Source to Tame (W/hampton Arm),5.7625
St Lawrence Stream,5.7595833333333335
Menalhyl,5.743333333333333
